ID,FORENAME,SURNAME,GENDER,YEAR
16771,Dennis,Hansson,male,1957
16772,Marianne,Hansson,female,2001
16773,Ida,Lindgren,female,2001
16774,Roger,Sundberg,male,1995
16775,Lisa,Åkesson,female,1989
16776,Daniel,Abrahamsson,male,1962
16777,Roger,Ali,male,2014
16778,Christian,Bergström,male,1964
16779,Hans,Bergman,male,1980
16780,Matilda,Gustafsson,female,1958
16781,Dennis,Sjögren,male,1987
16782,Moa,Hansson,female,1981
16783,Lars,Danielsson,male,1967
16784,Christoffer,Bengtsson,male,2008
16785,John,Nordin,male,1965
16786,William,Holmgren,male,1956
16787,Ann,Jonasson,female,2007
16788,Lovisa,Lindberg,female,1987
16789,Gun,Olofsson,female,1956
16790,Leo,Wikström,male,1965
16791,Stig,Sjöberg,male,1979
16792,Samuel,Martinsson,male,2009
16793,Elisabeth,Holmgren,female,1965
16794,Agnes,Hansson,female,1991
16795,Kurt,Samuelsson,male,2004
16796,Torbjörn,Hansen,male,2000
16797,Margareta,Lundqvist,female,1995
16798,Lennart,Hassan,male,1957
16799,Sandra,Löfgren,female,1985
16800,Tobias,Bergqvist,male,1982
16801,Alexandra,Nyström,female,1982
16802,David,Hedlund,male,1992
16803,Ella,Öberg,female,1982
16804,Therese,Fransson,female,2011
16805,Leo,Karlsson,male,1957
16806,Pernilla,Lindberg,female,1962
16807,Åsa,Löfgren,female,2002
16808,Carina,Eklund,female,1958
16809,Susanne,Hassan,female,1958
16810,Birgitta,Gunnarsson,female,1955
16811,Kent,Lind,male,1980
16812,Emil,Olsson,male,2017
16813,Maja,Falk,female,1978
16814,Pia,Blomqvist,female,1955
16815,Lena,Ahmed,female,1960
16816,Mattias,Karlsson,male,2006
16817,Anton,Andreasson,male,1987
16818,Filip,Andreasson,male,2010
16819,Simon,Håkansson,male,2009
16820,Mattias,Berglund,male,1960
16821,Hans,Hedlund,male,1981
16822,Jimmy,Hansson,male,2020
16823,Fredrik,Svensson,male,1966
16824,Birgitta,Bergqvist,female,1989
16825,Monica,Blom,female,1961
16826,Sara,Abrahamsson,female,1959
16827,Agnes,Andersson,female,1957
16828,Ida,Sjögren,female,2004
16829,Göran,Jonsson,male,1986
16830,Arne,Wikström,male,1986
16831,Britt-Marie,Hellström,female,2014
16832,Gunnar,Sandström,male,1950
16833,Stig,Magnusson,male,2008
16834,Sandra,Nilsson,female,2017
16835,Ulf,Henriksson,male,1952
16836,Jakob,Berggren,male,1951
16837,Max,Eklund,male,1950
16838,Matilda,Söderberg,female,1967
16839,Linus,Eliasson,male,2000
16840,Bo,Åberg,male,2009
16841,Katarina,Björk,female,2015
16842,Alva,Löfgren,female,1950
16843,Margareta,Andreasson,female,2007
16844,Johnny,Sjöberg,male,1950
16845,David,Lundström,male,1981
16846,Tobias,Fransson,male,2011
16847,Edvin,Fransson,male,2003
16848,Max,Hellström,male,2012
16849,Margareta,Fransson,female,1974
16850,Rebecca,Ekström,female,1960
16851,John,Persson,male,1979
16852,Fredrik,Sjögren,male,1953
16853,Roger,Blomqvist,male,1990
16854,Inger,Lindberg,female,1950
16855,John,Pettersson,male,1983
16856,Magnus,Berglund,male,1967
16857,Felix,Dahlberg,male,2014
16858,Rolf,Björklund,male,2007
16859,Malin,Jansson,female,1969
16860,Jenny,Åkesson,female,1982
16861,Stig,Blomqvist,male,2000
16862,Olivia,Löfgren,female,1961
16863,Alexandra,Lindqvist,female,1966
16864,Mikael,Engström,male,1985
16865,Simon,Eliasson,male,1983
16866,Robert,Holm,male,1952
16867,David,Blom,male,1952
16868,Malin,Engström,female,1962
16869,Anette,Olofsson,female,2015
16870,Anton,Hansen,male,1978
16871,Isak,Olsson,male,2011
16872,Daniel,Berg,male,1955
16873,Åke,Nyström,male,1961
16874,Hugo,Nordin,male,2009
16875,Britt,Nyberg,female,1988
16876,Emilia,Ahmed,female,1985
16877,Stig,Lindholm,male,1961
16878,Inger,Håkansson,female,1994
16879,Liam,Engström,male,2011
16880,Mohamed,Olsson,male,1982
16881,Tobias,Lund,male,2003
16882,Samuel,Sjöberg,male,1957
16883,Felicia,Söderberg,female,2012
16884,Margareta,Berggren,female,1998
16885,Cecilia,Karlsson,female,1985
16886,Linnéa,Bengtsson,female,1966
16887,Jesper,Lindqvist,male,2018
16888,Britt,Lund,female,1952
16889,Inger,Nyström,female,1980
16890,Christian,Gustafsson,male,1950
16891,Max,Jönsson,male,2019
16892,Agneta,Wallin,female,1983
16893,Gustav,Arvidsson,male,2014
16894,Jan,Arvidsson,male,1965
16895,Jessica,Jansson,female,2001
16896,Peter,Berggren,male,1967
16897,Patrik,Strömberg,male,1955
16898,Gustav,Gunnarsson,male,1968
16899,Albin,Eriksson,male,2012
16900,Bo,Berg,male,1990
16901,Josefin,Bergqvist,female,1954
16902,Claes,Holmberg,male,1978
16903,Wilma,Ahmed,female,1966
16904,Ulf,Pålsson,male,1995
16905,Mats,Claesson,male,1978
16906,Ida,Viklund,female,2013
16907,Anneli,Björklund,female,1980
16908,Elisabeth,Lundberg,female,2005
16909,Stig,Martinsson,male,1961
16910,Tommy,Andreasson,male,1953
16911,Daniel,Nilsson,male,2005
16912,Rut,Lundgren,female,1954
16913,Pernilla,Pålsson,female,2006
16914,Bengt,Lundberg,male,1992
16915,Klara,Mattsson,female,2008
16916,Kenneth,Hansen,male,1975
16917,Elsa,Ek,female,1969
16918,John,Björklund,male,1995
16919,Kurt,Holmberg,male,2003
16920,Eva,Lindqvist,female,1963
16921,Emelie,Magnusson,female,2019
16922,Henrik,Jansson,male,2016
16923,Ali,Nyström,male,2010
16924,Felix,Fransson,male,2007
16925,Amanda,Holmberg,female,2004
16926,Jakob,Eriksson,male,1969
16927,Katarina,Berg,female,1986
16928,Emma,Danielsson,female,1975
16929,Samuel,Berggren,male,1976
16930,Julia,Wikström,female,1950
16931,Anette,Forsberg,female,1989
16932,Nina,Nordin,female,2009
16933,Ann,Andersson,female,2001
16934,Helena,Jonsson,female,1986
16935,Oskar,Danielsson,male,2006
16936,Annika,Jonasson,female,1951
16937,Fredrik,Arvidsson,male,2005
16938,Pernilla,Lundqvist,female,1957
16939,Felicia,Lundberg,female,1956
16940,Dan,Eklund,male,1974
16941,Lovisa,Wallin,female,1973
16942,Patrik,Björk,male,1966
16943,Simon,Nyberg,male,1996
16944,Roger,Ek,male,1992
16945,Bengt,Sundberg,male,2012
16946,Susanne,Danielsson,female,2005
16947,Isabelle,Jansson,female,1985
16948,Jakob,Johansson,male,1991
16949,Ella,Fransson,female,1982
16950,Kurt,Hassan,male,2016
16951,Julia,Henriksson,female,1974
16952,Hanna,Ahmed,female,2001
16953,Frida,Forsberg,female,1962
16954,Therese,Wikström,female,1981
16955,Martin,Lundberg,male,2018
16956,Linus,Berggren,male,2001
16957,Linda,Jonasson,female,2014
16958,Caroline,Lundström,female,2004
16959,Robert,Gustafsson,male,1973
16960,Christoffer,Blomqvist,male,1994
16961,Kerstin,Jönsson,female,1964
16962,Gun,Magnusson,female,1995
16963,Erika,Hedlund,female,1991
16964,Susanne,Nilsson,female,1963
16965,Lovisa,Månsson,female,1991
16966,Alexandra,Berglund,female,2013
16967,Ulf,Lundberg,male,2013
16968,Lisbeth,Pettersson,female,2002
16969,Viktor,Arvidsson,male,2017
16970,Lucas,Samuelsson,male,1993
16971,Roger,Jonasson,male,1964
16972,Ella,Gunnarsson,female,1962
16973,Lisa,Claesson,female,1950
16974,Frida,Månsson,female,2016
16975,Louise,Lundin,female,2000
16976,Dan,Arvidsson,male,1987
16977,Viktoria,Lindholm,female,1977
16978,Per,Holm,male,1975
16979,Kent,Lundberg,male,2014
16980,Leif,Lundström,male,2001
16981,Lena,Eklund,female,1973
16982,Birgitta,Strömberg,female,1993
16983,Yvonne,Karlsson,female,1967
16984,Gustav,Öberg,male,1992
16985,Emilia,Magnusson,female,1959
16986,Pia,Bergström,female,2013
16987,Barbro,Dahlberg,female,1974
16988,Tommy,Nilsson,male,1951
16989,Lina,Arvidsson,female,2004
16990,Hans,Mohamed,male,1978
16991,Alexandra,Lindberg,female,1971
16992,Ida,Danielsson,female,1967
16993,Erik,Mattsson,male,1968
16994,Felix,Andreasson,male,1959
16995,Klara,Bergman,female,1961
16996,Rebecca,Sandström,female,1991
16997,Ella,Axelsson,female,1961
16998,Bo,Jonasson,male,1961
16999,Gunilla,Jakobsson,female,1959
17000,Anders,Magnusson,male,1986
17001,Ludvig,Gustafsson,male,2010
17002,Simon,Nilsson,male,2011
17003,Marianne,Berg,female,1985
17004,Monica,Ahmed,female,1996
17005,William,Jonasson,male,1991
17006,Tobias,Eliasson,male,1983
17007,Lisbeth,Jonsson,female,1995
17008,Erik,Bergqvist,male,1961
17009,Louise,Wikström,female,1986
17010,Caroline,Sjöberg,female,1971
17011,Ann-Christin,Lundqvist,female,1960
17012,Lovisa,Ali,female,1977
17013,Josef,Bergqvist,male,2019
17014,Göran,Ek,male,1981
17015,Robin,Månsson,male,2018
17016,Maria,Lindholm,female,2004
17017,David,Blomqvist,male,1978
17018,Viktor,Lindholm,male,2007
17019,William,Eliasson,male,1966
17020,Robin,Holmberg,male,2005
17021,Isak,Blom,male,1987
17022,Elias,Olofsson,male,1951
17023,Mikael,Nyberg,male,1970
17024,Magnus,Hellström,male,1993
17025,Marcus,Lundqvist,male,1950
17026,Matilda,Lindqvist,female,1996
17027,Marcus,Nyström,male,1973
17028,Nathalie,Olsson,female,2009
17029,Charlotte,Dahlberg,female,2007
17030,Josefin,Berggren,female,1964
17031,Tobias,Berglund,male,1974
17032,Ebba,Berggren,female,1988
17033,Jesper,Berggren,male,1992
17034,Ann-Christin,Danielsson,female,2006
17035,Barbro,Mohamed,female,1988
17036,Sandra,Håkansson,female,2010
17037,Siv,Hassan,female,1963
17038,Joakim,Mattsson,male,2006
17039,Carina,Wallin,female,1961
17040,Lena,Holmgren,female,2005
17041,Agnes,Öberg,female,1964
17042,Oskar,Engström,male,2005
17043,Kristina,Lundström,female,1969
17044,Adam,Viklund,male,2005
17045,Kerstin,Pålsson,female,1992
17046,Martin,Blomqvist,male,1964
17047,Amanda,Lind,female,1981
17048,Eva,Jakobsson,female,1974
17049,Johan,Jonsson,male,2002
17050,Ludvig,Löfgren,male,2014
17051,Frida,Gunnarsson,female,1988
17052,Andreas,Danielsson,male,1975
17053,Olle,Jonsson,male,1981
17054,Albin,Jonasson,male,1951
17055,Gunilla,Jansson,female,1988
17056,Jörgen,Engström,male,1992
17057,Ann-Christin,Hedlund,female,2012
17058,Robert,Berglund,male,2011
17059,Stig,Wallin,male,1975
17060,Jimmy,Nyström,male,2016
17061,Sandra,Åkesson,female,1985
17062,Ulrika,Axelsson,female,1958
17063,Julia,Månsson,female,1967
17064,Josef,Dahlberg,male,2019
17065,Ann-Christin,Hellström,female,1956
17066,Oliver,Forsberg,male,1994
17067,Claes,Engström,male,1993
17068,Emma,Gunnarsson,female,1968
17069,Stig,Hermansson,male,1979
17070,Magnus,Abrahamsson,male,2016
17071,Leo,Löfgren,male,2020
17072,Felix,Lindberg,male,2010
17073,Gunilla,Lindqvist,female,1985
17074,Erika,Hansson,female,1950
17075,Gunnar,Håkansson,male,2005
17076,Tobias,Nyberg,male,1967
17077,Kristina,Nyberg,female,2010
17078,Olle,Ahmed,male,1964
17079,Birgitta,Danielsson,female,1977
17080,Emma,Lundin,female,2016
17081,Johnny,Holmberg,male,1997
17082,Ellen,Lindberg,female,2010
17083,Joakim,Berg,male,1968
17084,Andreas,Olofsson,male,1966
17085,Bo,Viklund,male,1954
17086,David,Gunnarsson,male,1977
17087,Magnus,Karlsson,male,1960
17088,Anton,Henriksson,male,1972
17089,Pernilla,Hansen,female,1950
17090,Thomas,Nordin,male,1990
17091,Agnes,Blom,female,1992
17092,Lucas,Lindström,male,1965
17093,Rut,Holmberg,female,2017
17094,Elisabeth,Lundström,female,1971
17095,Eva,Lundgren,female,1971
17096,Agneta,Arvidsson,female,1988
17097,Mikael,Martinsson,male,1991
17098,Marie,Holmgren,female,1966
17099,Robert,Olofsson,male,1952
17100,Emilia,Öberg,female,2013
17101,Claes,Nordin,male,2011
17102,Anette,Lundberg,female,1977
17103,Lisa,Danielsson,female,2020
17104,Berit,Hassan,female,1981
17105,Anneli,Bergström,female,1979
17106,Frida,Mårtensson,female,1980
17107,Rickard,Berglund,male,1950
17108,Ella,Dahlberg,female,1956
17109,Max,Ahmed,male,1954
17110,Göran,Sjögren,male,1992
17111,Jonas,Jansson,male,1961
17112,Mohamed,Arvidsson,male,1972
17113,Fredrik,Löfgren,male,1991
17114,Jan,Åberg,male,2008
17115,Felicia,Pettersson,female,2008
17116,Mats,Pettersson,male,2020
17117,Emil,Blom,male,2017
17118,Louise,Ali,female,1964
17119,Charlotte,Lund,female,2015
17120,Ellen,Strömberg,female,1994
17121,Linnéa,Svensson,female,2011
17122,Joel,Jonasson,male,2003
17123,Magnus,Holm,male,2012
17124,Erik,Magnusson,male,1972
17125,Elisabeth,Mårtensson,female,1970
17126,Liam,Lindqvist,male,1954
17127,Ida,Åberg,female,1972
17128,Olivia,Fransson,female,1997
17129,Henrik,Martinsson,male,1991
17130,Felix,Henriksson,male,1967
17131,Josef,Lundin,male,1955
17132,Eva,Johansson,female,1958
17133,Madeleine,Lundin,female,2010
17134,Johan,Lindholm,male,1971
17135,Joakim,Bergström,male,1960
17136,Emma,Jonsson,female,2014
17137,Magnus,Lundin,male,2016
17138,Olle,Björk,male,1985
17139,Birgitta,Pålsson,female,2012
17140,Erika,Hermansson,female,1978
17141,Stig,Axelsson,male,1993
17142,Gunilla,Olofsson,female,2017
17143,Kjell,Jonasson,male,2007
17144,Olof,Magnusson,male,1973
17145,Rolf,Claesson,male,1978
17146,Camilla,Jansson,female,1989
17147,Albin,Lindholm,male,1991
17148,Ella,Nyström,female,1958
17149,Joel,Ström,male,1951
17150,Wilma,Gustafsson,female,2019
17151,Frida,Gustafsson,female,1963
17152,Kevin,Lindgren,male,1956
17153,Johanna,Björklund,female,1995
17154,Lars,Samuelsson,male,2015
17155,Elias,Holmgren,male,2001
17156,Anette,Gustafsson,female,1964
17157,Rickard,Mattsson,male,1979
17158,Viktor,Nyberg,male,1982
17159,Rolf,Hansson,male,1967
17160,Rasmus,Dahl,male,1958
17161,Agnes,Åkesson,female,2020
17162,Eva,Magnusson,female,1957
17163,Simon,Andersson,male,1983
17164,Johanna,Lundqvist,female,2005
17165,Ali,Sandström,male,2009
17166,Robert,Lind,male,1996
17167,Emelie,Fredriksson,female,1971
17168,Mikael,Persson,male,1974
17169,Pontus,Nyström,male,1990
17170,Elin,Eliasson,female,1969
17171,Alexander,Nyberg,male,2017
17172,Stig,Holm,male,1968
17173,Stig,Eliasson,male,1985
17174,Cecilia,Holmgren,female,1966
17175,Håkan,Lindberg,male,2004
17176,Johan,Berglund,male,1968
17177,Erika,Jonsson,female,1967
17178,Sofie,Holmberg,female,1965
17179,Marcus,Blomqvist,male,1987
17180,Britt-Marie,Lindgren,female,1970
17181,Annika,Nordström,female,1966
17182,Frida,Bergman,female,1964
17183,Sven,Engström,male,2001
17184,Nathalie,Magnusson,female,1984
17185,Max,Viklund,male,2005
17186,Britt-Marie,Ahmed,female,1958
17187,Ulf,Lindgren,male,1989
17188,Birgitta,Lindgren,female,1978
17189,Lovisa,Jonasson,female,2006
17190,Monica,Söderberg,female,1983
17191,Åke,Ström,male,1988
17192,Linn,Sjögren,female,2020
17193,Karin,Jönsson,female,2001
17194,Viktoria,Sundberg,female,1976
17195,Sven,Nordström,male,1966
17196,Viktor,Blom,male,1989
17197,Josef,Lindgren,male,1954
17198,Linda,Jönsson,female,1956
17199,Britt,Pålsson,female,1953
17200,Nils,Ström,male,2004
17201,Nathalie,Sundberg,female,2017
17202,Christian,Norberg,male,2001
17203,Pontus,Nordström,male,2008
17204,Astrid,Björk,female,2007
17205,Susanne,Sjögren,female,1966
17206,Dennis,Strömberg,male,2010
17207,Susanne,Ekström,female,1987
17208,Rebecca,Blom,female,2003
17209,Daniel,Berggren,male,2014
17210,Johanna,Lindgren,female,1980
17211,Jörgen,Svensson,male,1951
17212,Susanne,Bergman,female,2004
17213,Adam,Eriksson,male,1984
17214,Fredrik,Lindqvist,male,2020
17215,Ann-Christin,Hassan,female,1961
17216,Ann-Marie,Blom,female,1967
17217,Ida,Engström,female,1999
17218,Åsa,Hassan,female,1984
17219,Karl,Wallin,male,2018
17220,Emilia,Berggren,female,1982
17221,Jesper,Nyberg,male,1999
17222,Anneli,Pettersson,female,2011
17223,Alice,Pettersson,female,1975
17224,Linnéa,Sjöberg,female,1955
17225,Marcus,Olofsson,male,1990
17226,Karin,Lundin,female,1980
17227,Peter,Gustafsson,male,1963
17228,Josefin,Nordström,female,1960
17229,Martin,Gunnarsson,male,1974
17230,Karl,Hassan,male,2000
17231,Emil,Lundqvist,male,1951
17232,Kristina,Lindholm,female,1991
17233,Kristina,Eliasson,female,1973
17234,Jonas,Jönsson,male,1997
17235,Klara,Hansen,female,2012
17236,Martin,Nyström,male,1981
17237,Ellen,Lindström,female,1953
17238,Camilla,Nyström,female,1970
17239,Axel,Sundberg,male,2000
17240,Gunnar,Lindholm,male,1981
17241,Andreas,Hermansson,male,1955
17242,Anna,Strömberg,female,1985
17243,Felix,Abrahamsson,male,2007
17244,Josefin,Claesson,female,1990
17245,Britt,Andreasson,female,1987
17246,David,Söderberg,male,1975
17247,Axel,Åkesson,male,1963
17248,Felix,Fredriksson,male,2008
17249,Viktor,Danielsson,male,1955
17250,Fredrik,Gustafsson,male,1958
17251,Joakim,Sandström,male,2012
17252,Åsa,Wikström,female,2012
17253,Sven,Wallin,male,1965
17254,Roger,Sjögren,male,2008
17255,Alva,Fransson,female,1985
17256,Isabelle,Nordin,female,2004
17257,Rickard,Norberg,male,2011
17258,Leo,Pettersson,male,1959
17259,Marie,Lundström,female,1952
17260,Linn,Dahl,female,1987
17261,Gun,Bengtsson,female,2020
17262,Malin,Eriksson,female,1954
17263,Liam,Jonasson,male,1996
17264,Olle,Löfgren,male,1959
17265,Caroline,Wikström,female,2019
17266,Johan,Nilsson,male,1970
17267,Per,Månsson,male,1955
17268,Pia,Fredriksson,female,2006
17269,Agnes,Arvidsson,female,1997
17270,Linnéa,Åberg,female,1985
17271,Susanne,Lundqvist,female,2017
17272,Martin,Bergqvist,male,2014
17273,Kent,Dahlberg,male,1950
17274,Nina,Gustafsson,female,2002
17275,Elias,Eklund,male,1998
17276,Kenneth,Johansson,male,1997
17277,Barbro,Sandström,female,1998
17278,Ann-Christin,Eklund,female,2015
17279,Olle,Mårtensson,male,1983
17280,Elin,Lind,female,1976
17281,Oliver,Olofsson,male,1991
17282,Mona,Löfgren,female,1974
17283,Olof,Andersson,male,2007
17284,Edvin,Söderberg,male,1972
17285,Åke,Öberg,male,2006
17286,Dan,Bergström,male,1954
17287,Mats,Larsson,male,2007
17288,Lovisa,Hermansson,female,1957
17289,Kerstin,Bergqvist,female,1971
17290,Isabelle,Hansen,female,1985
17291,Daniel,Ali,male,1992
17292,Claes,Abrahamsson,male,1962
17293,Alva,Nordin,female,2020
17294,Birgitta,Hansen,female,1975
17295,Kjell,Fredriksson,male,1952
17296,Oskar,Dahlberg,male,2018
17297,Jesper,Berglund,male,2020
17298,Hugo,Pettersson,male,1993
17299,Jessica,Lundström,female,1966
17300,Malin,Dahl,female,1951
17301,Lars,Jakobsson,male,1962
17302,Gunilla,Svensson,female,2009
17303,Nils,Mårtensson,male,1969
17304,Anton,Pettersson,male,2007
17305,Håkan,Hansen,male,1995
17306,Kenneth,Eriksson,male,1991
17307,Anton,Sandberg,male,1998
17308,Niklas,Wallin,male,1987
17309,Håkan,Lindström,male,1980
17310,Yvonne,Ek,female,1980
17311,Max,Jakobsson,male,1965
17312,Lars,Holmgren,male,1999
17313,Lina,Holm,female,1958
17314,Martin,Hellström,male,1979
17315,Elisabeth,Axelsson,female,2003
17316,Ella,Holmberg,female,1954
17317,Jenny,Nordin,female,1969
17318,Simon,Nordström,male,2016
17319,Matilda,Lind,female,1977
17320,Viktor,Björklund,male,1988
17321,Bengt,Hedlund,male,1956
17322,Anneli,Lundgren,female,2007
17323,Tobias,Lindgren,male,2012
17324,Sonja,Andersson,female,2008
17325,Camilla,Wallin,female,2000
17326,Arne,Jonasson,male,2004
17327,Johan,Persson,male,1985
17328,Samuel,Håkansson,male,1976
17329,Alva,Björklund,female,1984
17330,Astrid,Öberg,female,1984
17331,Susanne,Mårtensson,female,1980
17332,Oliver,Berglund,male,1956
17333,David,Nordström,male,1979
17334,Robin,Hedlund,male,1951
17335,Felicia,Henriksson,female,2006
17336,Niklas,Berg,male,2016
17337,Kent,Hermansson,male,2013
17338,Ella,Dahl,female,1979
17339,Björn,Andersson,male,2007
17340,Åsa,Bengtsson,female,1993
17341,Daniel,Sjöberg,male,1963
17342,Louise,Strömberg,female,2009
17343,John,Ström,male,1998
17344,Sofia,Lundberg,female,1997
17345,Elias,Jansson,male,1995
17346,Lucas,Claesson,male,1998
17347,Johnny,Lundström,male,1970
17348,Torbjörn,Berglund,male,1988
17349,Karl,Andreasson,male,1964
17350,Pia,Forsberg,female,1960
17351,Nathalie,Åkesson,female,1970
17352,Birgit,Jakobsson,female,1975
17353,Lena,Nordström,female,2013
17354,Helen,Mohamed,female,2019
17355,Berit,Nordström,female,1963
17356,Jessica,Pettersson,female,2018
17357,Kurt,Jakobsson,male,1999
17358,Mona,Nordström,female,1967
17359,Leif,Jakobsson,male,1964
17360,Olle,Åberg,male,1991
17361,Johan,Blomqvist,male,1995
17362,Therese,Mattsson,female,1970
17363,Isabelle,Larsson,female,1991
17364,Isabelle,Ali,female,1958
17365,Gunilla,Nordström,female,1956
17366,Anita,Henriksson,female,1986
17367,Dan,Björklund,male,2005
17368,Agnes,Björk,female,1951
17369,Henrik,Jonsson,male,1993
17370,Lucas,Wikström,male,2012
17371,Olle,Danielsson,male,1978
17372,Lisbeth,Lindgren,female,1950
17373,Elsa,Olofsson,female,1998
17374,Astrid,Lundqvist,female,2000
17375,Johan,Olsson,male,2006
17376,Sofia,Ek,female,2014
17377,Madeleine,Gustafsson,female,1957
17378,Johan,Ahmed,male,1990
17379,Johnny,Nordström,male,1971
17380,Fredrik,Lundgren,male,1999
17381,Axel,Axelsson,male,1959
17382,Barbro,Larsson,female,1965
17383,Pernilla,Sandström,female,1998
17384,Roger,Mohamed,male,2013
17385,Isak,Berg,male,1998
17386,Sonja,Eriksson,female,1955
17387,Kevin,Ek,male,2003
17388,Pontus,Lundin,male,1990
17389,Lisa,Hansen,female,1985
17390,Liam,Lundberg,male,1977
17391,Charlotte,Lindgren,female,1967
17392,Kerstin,Strömberg,female,1978
17393,Klara,Persson,female,1951
17394,Lars,Persson,male,1966
17395,Monica,Sandberg,female,1992
17396,Ali,Hedlund,male,1990
17397,Rolf,Holmgren,male,2014
17398,Anneli,Löfgren,female,1989
17399,Anna,Löfgren,female,1996
17400,Jimmy,Jonsson,male,2003
17401,Olof,Henriksson,male,1962
17402,Jimmy,Nilsson,male,2002
17403,Inger,Ek,female,1983
17404,Samuel,Sundberg,male,1966
17405,Mohamed,Bengtsson,male,1970
17406,Klara,Åkesson,female,2001
17407,Gunnar,Mattsson,male,1973
17408,Gun,Blomqvist,female,1962
17409,Kent,Pettersson,male,2002
17410,Mohamed,Hellström,male,1979
17411,Camilla,Olofsson,female,1996
17412,Jörgen,Berggren,male,2004
17413,Viktor,Mårtensson,male,1953
17414,Sara,Larsson,female,2001
17415,William,Björk,male,1995
17416,Oskar,Sandström,male,1986
17417,Nils,Falk,male,1979
17418,Alva,Olofsson,female,1998
17419,Astrid,Lindholm,female,2013
17420,Elin,Arvidsson,female,1957
17421,Kevin,Gustafsson,male,2009
17422,Linda,Dahlberg,female,1990
17423,Roger,Johansson,male,1974
17424,Martin,Hedlund,male,1963
17425,Anna,Bergqvist,female,1975
17426,Ludvig,Lundström,male,2006
17427,Liam,Andersson,male,1968
17428,Katarina,Mohamed,female,1998
17429,Dan,Pålsson,male,1992
17430,Albin,Jakobsson,male,1957
17431,Anders,Arvidsson,male,1959
17432,Emma,Eliasson,female,1996
17433,Eva,Henriksson,female,1953
17434,Linn,Karlsson,female,1996
17435,Jesper,Andreasson,male,1993
17436,Caroline,Strömberg,female,1963
17437,Joel,Sjöberg,male,2017
17438,Stefan,Holm,male,2003
17439,Pontus,Åkesson,male,1998
17440,Kerstin,Hedlund,female,1952
17441,Stefan,Jonsson,male,2017
17442,Isak,Hellström,male,1966
17443,Sara,Lund,female,1994
17444,Camilla,Sundberg,female,1977
17445,Frida,Hassan,female,1950
17446,Agnes,Lund,female,2012
17447,Anita,Lundgren,female,1991
17448,Rasmus,Löfgren,male,1970
17449,Klara,Falk,female,1972
17450,Rebecca,Abrahamsson,female,1957
17451,Dennis,Ek,male,1973
17452,Britt,Berglund,female,1990
17453,Rickard,Ström,male,2013
17454,Tobias,Wikström,male,1970
17455,Joakim,Nyström,male,1985
17456,Britt,Mårtensson,female,1990
17457,Linda,Öberg,female,2003
17458,Nina,Lindholm,female,2008
17459,Emelie,Ek,female,1950
17460,Emil,Bergman,male,2017
17461,Ella,Forsberg,female,1988
17462,Gustav,Sandberg,male,1981
17463,Kurt,Åkesson,male,1989
17464,Håkan,Larsson,male,1972
17465,Gunnel,Nilsson,female,2006
17466,Axel,Ek,male,2016
17467,Christian,Blom,male,1953
17468,Rolf,Sandberg,male,1998
17469,Adam,Ekström,male,1957
17470,Rolf,Ström,male,1980
17471,Anton,Jansson,male,1954
17472,John,Strömberg,male,1995
17473,Berit,Persson,female,2002
17474,Håkan,Viklund,male,2004
17475,Oliver,Berggren,male,2011
17476,Anette,Lindqvist,female,1995
17477,Sofie,Karlsson,female,1970
17478,Pontus,Arvidsson,male,2000
17479,Agneta,Jonasson,female,2013
17480,Camilla,Henriksson,female,1976
17481,Kevin,Larsson,male,1954
17482,Yvonne,Wikström,female,1967
17483,Carina,Pettersson,female,1954
17484,Birgitta,Wallin,female,1999
17485,Kjell,Lundin,male,2019
17486,Sebastian,Eriksson,male,1965
17487,Lina,Bergström,female,1981
17488,Bengt,Olsson,male,1965
17489,Kent,Wikström,male,1968
17490,Nathalie,Lindberg,female,1974
17491,Ulrika,Eklund,female,1973
17492,Mats,Andreasson,male,2014
17493,Elias,Ström,male,2008
17494,Lucas,Björk,male,2009
17495,Johanna,Jonsson,female,1974
17496,Björn,Lindberg,male,1962
17497,Julia,Lind,female,1993
17498,Anneli,Ekström,female,1957
17499,Ebba,Bengtsson,female,1988
17500,Nina,Eliasson,female,2015
17501,Berit,Lundberg,female,1963
17502,Mikael,Eliasson,male,2019
17503,Magnus,Söderberg,male,1976
17504,Jonas,Eriksson,male,1978
17505,Yvonne,Isaksson,female,2002
17506,Hans,Samuelsson,male,1995
17507,Elisabeth,Ekström,female,2009
17508,Klara,Andersson,female,2016
17509,Rolf,Jonasson,male,1983
17510,Leo,Holm,male,1954
17511,Marie,Viklund,female,2000
17512,Linn,Lindholm,female,2001
17513,Robert,Dahlberg,male,1958
17514,Olle,Lundberg,male,1950
17515,Roger,Persson,male,1951
17516,Hans,Lundgren,male,2020
17517,Rasmus,Holmberg,male,2016
17518,Elin,Pålsson,female,1967
17519,Leo,Olsson,male,1977
17520,Martin,Svensson,male,2007
17521,Kevin,Fredriksson,male,2012
17522,Nils,Lindholm,male,1991
17523,Viktor,Engström,male,1996
17524,Karl,Falk,male,2005
17525,Kerstin,Ekström,female,2006
17526,Madeleine,Hansen,female,1954
17527,Johanna,Bergström,female,1999
17528,Annika,Holmberg,female,1999
17529,Robin,Ali,male,2005
17530,Louise,Andersson,female,1957
17531,Hans,Jonasson,male,1961
17532,Felicia,Jansson,female,1983
17533,Pia,Jönsson,female,1997
17534,Ebba,Pettersson,female,2011
